Assunto,Quantidade
Fotocatálise:Compostos orgânicos voláteis:Raios ultravioleta:Catalisadores:Dióxido de titânio:Ozônio:Reatores químicos:Fotoquímica:Fotodegradação,1
Algoritmos:Inteligência artificial:Tomografia computadorizada:Redes neurais (computação):Ferimentos e lesões:Hepatopatias,1
Dinâmica dos fluidos computacional:Ambiência (biotérios):Aves:Suínos:Monitoramento do ar:Controle térmico:Climatização:Sensores:Aplicativos móveis,1
Instrumentação nuclear:Detectores de radiação:Processamento digital de sinais:Tomografia por emissão de pósitrons:Medicina nuclear,1
Amostragem:Instrumento de medida:Sonda:Água do mar:Oceanografia,1
Moinhos:Difusores:Sonda:Extração de líquidos:Cana-de-açúcar:Biomassa:Bioenergia:Controle de processos,1
Biomateriais:Polímeros (materiais):Condutividade elétrica:Miocárdio,1
Aprendizado computacional:Big data:Gestão da informação:Mineração de texto:Mineração de dados:Inteligência artificial,1
Neonatologia:Respiração artificial:Tomografia de impedância elétrica:Pacientes:Desenvolvimento industrial,1
Alimentos naturais:Alimentos funcionais:Frutas tropicais:Confeitos:Aromatizantes:Polpa (fruto),1
Sustentabilidade:Reciclagem:Impressão tridimensional:Coloração,1
Refratários:Algoritmos genéticos:Alta temperatura:Conservação de energia elétrica:Cerâmica (materiais cerâmicos):Isolamento térmico,1
Biologia molecular:Doenças negligenciadas:Diagnóstico clínico:Micro-organismos:Sangue:Fluxo sanguíneo:Reação em cadeia da polimerase multiplex,1
Sistemas aeroespaciais:Hardware:Softwares:Satélites:Redes e comunicação de dados,1
Ondas eletromagnéticas:Compatibilidade eletromagnética:Blindagem contra radiação:Campo eletromagnético,1
Controle de pragas:Controle biológico:Nematoides:Fungos entomopatogênicos:Cana-de-açúcar:Indústria sucro-alcooleira:Bicudo da cana-de-açúcar,1
Agricultura:Dutos:Drenagem agrícola:Equipamentos agrícolas,1
Patologia clínica:Metagenômica:Técnicas e procedimentos de laboratório:Doenças infecciosas em animais:Padrões moleculares associados a patógenos:Animais domésticos:Bovinocultura:Medicina veterinária,1
Neuroimunomodulação:Inflamação:Psoríase:Nanotecnologia:Sistemas de liberação de medicamentos:Tratamento farmacológico,1
Assistência hospitalar:Informática médica:Reconhecimento de imagem:Processamento de linguagem natural:Criança hospitalizada:Ansiedade:Estresse psicológico:Brinquedos,1
Medicina regenerativa:Engenharia tecidual:Hidrogéis:Bioimpressão:Impressão tridimensional:Estrutura celular,1
Materiais nanoestruturados:Materiais supercondutores:Internet das coisas:Nanofios:Tecidos (indústria têxtil):Indústria têxtil,1
Amostragem:Fenômenos físicos:Equipamentos de medição:Parâmetros:Oceanos,1
Agricultura:Hortaliças:Cooperativas agrícolas:Comercialização de produtos:Plataforma (computação):Canais de distribuição:Entrega ao cliente,1
Clonagem:Proteínas recombinantes:Aedes:Dengue:Febre hemorrágica da dengue:Kit de reagentes para diagnóstico,1
Exploração espacial:Sensoriamento remoto:Satélites,1
Setor sucroenergético:Cana-de-açúcar:Produtos agrícolas:Processos de separação:Colheita:Inovações tecnológicas,1
Laser:Motores elétricos:Propulsão a laser:Foguetes,1
Mecatrônica:Automação:Vinho:Climatização:Uva:Qualidade do produto,1
Automação:Impressão tridimensional:Metalurgia do pó:Manufatura avançada:Moldagem por injeção:Materiais compósitos:Materiais cerâmicos:Materiais metálicos:Processos de fabricação,1
Reciclagem:Secagem:Irradiação:Infravermelho:Politereftalato de etileno (PET),1
Visão computacional:Aprendizado computacional:Reconhecimento de imagem:Aplicativos móveis:Smartphone:Identificação eletrônica de animais,1
Desenvolvimento industrial:Voo (engenharia de aeronaves):Satélites artificiais:Miniaturas:Exploração espacial:Desenvolvimento de software:Qualidade de software:Tecnologia de baixo custo:Transferência de tecnologia,1
Processos de fabricação:Tecnologia têxtil:Dispositivos eletrônicos vestíveis:Tecidos (indústria têxtil):Materiais inteligentes:Materiais nanoestruturados:Materiais supercondutores:Nanofios:Prata:Internet das coisas,1
Neurociências:Cognição:Percepção (psicologia):Realidade virtual:Experiência do usuário:Eficiência:Atletas,1
Mecatrônica:Automação:Serviço ao cliente:Bares:Restaurantes:Vinho,1
Amniocentese:Cirurgia:Ultrassom:Impressão tridimensional,1
Cana-de-açúcar:Setor sucroenergético:Inovações tecnológicas:Colheita:Máquinas pneumáticas,1
Segurança da informação:Máquinas e equipamentos elétricos:Distribuidores automáticos de alimentos:Comercialização de produtos:Vendas a varejo:Smartphone:Rede de comunicação:Fraude,1
Tratamento de águas residuárias:Mecanização agrícola:Sustentabilidade:Filtros (tratamento de água):Aquicultura,1
Gestão de riscos:Análise de risco:Análise de dados:Tratamento da informação:Crime:Bases de dados:Dados não estruturados,1
Aprendizado computacional:Reconhecimento de imagem:Visão computacional:Identificação automática e captura de dados:Animais domésticos,1
Embarcações subaquáticas:Ambiente aquático:Veículos guiados remotamente:Micropropulsores:Atuadores,1
Privacidade:Segurança da informação:Perfil profissional:Recursos humanos:Avaliação de recursos humanos,1
Sismômetro:Sensores ópticos:Vibrações:Solos:Fibra óptica,1
Tratamento de águas residuárias:Sistemas de produção:Filtros (tratamento de água):Qualidade da água,1
Microbiologia do solo:Nematoides:Bactérias entomopatogênicas:Bicudo da cana-de-açúcar:Agentes de controle biológico:Controle de pragas,1
Automação:Sistemas off-line:Máquinas automáticas de venda de produtos:Pagamento (direito das obrigações):Smartphone,1
Agronegócio:Hortaliças:Distribuição de mercadorias:Cooperativas agrícolas:Renda agrícola:Plataforma (computação):São Paulo,1
Biotecnologia:Engenharia tecidual:Bioimpressão:Impressão tridimensional:Estruturas tubulares:Vasos sanguíneos,1
Neurociências:Psicologia:Cognição:Realidade virtual:Experiência do usuário,1
Inflamação:Neuroimunomodulação:Psoríase:Sistemas de liberação de medicamentos,1
Voo (engenharia de aeronaves):Exploração espacial:Satélites artificiais:Miniaturas:Desenvolvimento de software,1
Patologia clínica:Metagenômica:Sequenciamento de nova geração:Patógenos:Doenças infecciosas em animais:Gatos:Técnicas de diagnóstico animal:Técnicas e procedimentos de laboratório,1
Aeronáutica comercial:Amplificadores ópticos:Espelhos:Imagem óptica,1
Neurociências:Psicologia do esporte:Realidade virtual:Aplicativos móveis:Ludificação:Treinamento por simulação:Cognição:Atletas:Performance,1
Aeronáutica:Aeronáutica comercial:Propulsão elétrica:Aeronaves:Piloto automático:Dinâmica de voo,1
Automação:Controle biológico:Cotesia flavipes:Inoculação:Produção em massa:Pragas de plantas:Brocas (insetos nocivos):Cana-de-açúcar,1
Ultrassom:Transdutores:Laser:Sensores:Softwares:Tomógrafos computadorizados:Árvores,1
Equipamentos médicos duráveis:Equipamentos para diagnóstico:Telemedicina:Diagnóstico por imagem:Realidade virtual:Oftalmologia,1
Robótica:Veículos autônomos:Estereoscopia:Imagem tridimensional:Sensores,1
Tecnologia farmacêutica:Nanotecnologia:Anfotericina B:Carreadores lipídicos nanoestruturados:Doenças negligenciadas:Leishmaniose,1
Soldagem:Alumínio:Ultra-alto vácuo:Projeto Sirius,1
Sistemas de cultivo:Microalgas:Biomassa:Chlorella sorokiniana:Carotenoides:Luteína:Chlorella vulgaris,1
Propulsão:Motor de aeronaves:Injetores:Propelentes:Aceleração,1
Propulsão:Nitrogênio:Propelentes:Hidrazinas,1
Conformação mecânica:Propulsão:Nióbio:Usinagem,1
Equipamentos e provisões hospitalares:Telemedicina:Visão computacional:Oftalmologia:Cegueira,1
Modelagem molecular:Insetos vetores:Aedes aegypti:Repelentes:Doenças infecciosas:Febre de Chikungunya:Vírus Zika:Dengue,1
Anticorpos monoclonais:Anticorpos policlonais:Proteínas recombinantes:Testes imunológicos:Diagnóstico precoce:Leucemia linfoide:Resposta imune:Ensaio de imunoadsorção enzimática,1
Tecnologia farmacêutica:Nanotecnologia:Desenvolvimento de fármacos:Anfotericina B:Carreadores lipídicos nanoestruturados:Doenças negligenciadas:Leishmaniose,1
Microalgas:Algicultura:Chlorella:Proteínas:Luteína:Carotenoides:Nutrição humana:Nutrição animal:Cromatografia,1
Nanotecnologia:Nanocompósitos:Zircônio:Titânio:Alumínio:Silanos,1
Agricultura:Cadeia produtiva:Economia:Produtividade:Interatividade:Metabolismo vegetal:Monitoramento biológico:Rede de sensores sem fio:Plataforma (computação):Internet das coisas,1
Hidratação de grãos:Soja:Isoflavonas:Tratamento térmico,1
Biologia molecular:Anticorpos monoclonais:Stanniocalcina-1:Leucemia-linfoma linfoblástico de células precursoras:Testes imunológicos:Kit de reagentes para diagnóstico,1
Ultrassonografia:Sistemas de tempo-real:Estudos de avaliação:Árvores,1
Redes de monitoramento:Estresse em plantas:Metabolismo vegetal:Produção vegetal:Sensores:Aplicativos móveis:Internet das coisas,1
Combustão:Chama:Utensílios domésticos,1
Nanotecnologia:Nanocompósitos:Síntese química:Indústria têxtil:Propriedades funcionais:Reflexão do calor:Infravermelho,1
Materiais nanoestruturados:Síntese química:Raios ultravioleta:Radiação infravermelha:Processo sol-gel:Difração por raios X:Microscopia eletrônica de varredura,1
Cicatrização:Dermatologia:Úlcera cutânea:Diabetes mellitus:Pé diabético:Queimaduras:Argônio,1
Desenvolvimento de fármacos:Biofármacos:Asparaginase:Proteólise:Neoplasias:Imunogenicidade,1
Microbiologia veterinária:Microbiota:Probióticos:Bovinos leiteiros:Rúmen,1
Dermatologia:Úlcera cutânea:Diabetes mellitus:Argônio:Queimaduras:Cicatrização:Pé diabético:Espécies de oxigênio reativas:Modelos animais,1
Biomateriais cerâmicos:Polímeros (materiais):Fosfatos de cálcio:Tintas para impressão:Impressão tridimensional:Tecidos suporte:Engenharia tecidual,1
Agricultura de precisão:Indústria agrícola:Computação em nuvem:Plataforma (computação):Internet das coisas:Aplicativos móveis,1
Acetamidas:Anti-infecciosos:Butadienos,1
Microbiologia:Aditivos alimentares:Probióticos:Nutrição animal:Bovinos leiteiros,1
Curcumina:Onicomicose:Terapia fotodinâmica:Tratamento farmacológico:Irradiação:Fármacos fotossensibilizantes,1
"Aplicativos móveis:Inclusão social:Acessibilidade:Pessoas com deficiência:Mercado de trabalho:Classificação internacional de funcionalidade, incapacidade e saúde:Recursos humanos",1
Saúde da população:Prática clínica baseada em evidências:Biotelemetria:Redução de custos:Qualidade de vida:Idosos:Doença crônica:Dispositivos eletrônicos vestíveis,1
Hidratação de grãos:Cozimento:Soja:Isoflavonas,1
Aprendizado computacional:Inteligência artificial:Reconhecimento de padrões:Processamento de dados:Mercosul:Importação:Desenvolvimento de software,1
Robótica:Sensores:Robôs móveis:Processamento de dados:Câmeras de precisão,1
Simulação por computador:Compatibilidade eletromagnética:Campo eletromagnético:Aeronaves:Automóveis,1
Aprendizado computacional:Inferência bayesiana:Logística:Entrega ao cliente:Restaurantes:Motoboys,1
"Desenvolvimento de software:Acessibilidade:Deficiência física:Deficiência mental:Deficiência auditiva:Transtornos da visão:Inclusão social:Recursos humanos:Trabalho:Sistema de cotas:Classificação internacional de funcionalidade, incapacidade e saúde",1
Engenharia tecidual:Biomateriais:Biomateriais cerâmicos:Materiais cerâmicos:Tecidos suporte:Impressão tridimensional:Tintas para impressão:Cálcio,1
Desenvolvimento de fármacos:Asparaginase:Biofármacos:Compostos de sulfidrila:Proteólise:Citotoxicidade:Neoplasias,1
Administração de recursos humanos:Capital humano:Sistemas de apoio à decisão:Qualidade de vida no trabalho:Absenteísmo:Presenteísmo,1
Aprendizado computacional:Logística:Inferência bayesiana,1
Simulação numérica:Tecnologia do vácuo:Aparelho sanitário:Aeronaves:Drenagem sanitária:Resíduos:Água pluvial:Consumo de água,1
Óptica:Fibra óptica:Vidro:Endoscópios,1
Enzimas:Nanopartículas magnéticas:Moléculas bioativas:Biomedicina:Biotecnologia:Óxido ferroso-férrico,1
Engenharia tecidual:Tecidos suporte:Colágeno:Sulfatos de condroitina:Nanotubos de carbono,1
Nanocristais:Celulose:Hidrólise ácida,1
Identificação de sistemas:Plataforma (computação):Engenharia de software:Algoritmos:MATLAB,1
Controle de processos:MATLAB:Plataforma (computação):Identificação de sistemas:Otimização de sistemas,1
Inteligência artificial:Plataforma (computação):Administração de recursos humanos:Recursos humanos:Seleção de pessoal:Mercado de trabalho:Agência de emprego:Emprego,1
Medicina nuclear:Proteção radiológica:Dosimetria:Luminescência:Radiação ionizante,1
Piscicultura:Eletronarcose:Abate:Qualidade da carne:Bem-estar do animal:Peixes,1
Controle biológico:Flores:Hortaliças:Tripes:Orius insidiosus:Hemiptera,1
Bovinos:Técnicas de reprodução assistida:Ensaio de imunoadsorção enzimática:Prenhez:Diagnóstico precoce:Desenvolvimento de produtos,1
Simulação numérica:Água:Recursos naturais:Sustentabilidade:Aparelho sanitário:Instalações sanitárias:Vácuo,1
Redução de custos:Telemetria:Medicina baseada em evidências:Doença crônica:Idosos:Qualidade de vida,1
Hidrólise ácida:Celulose:Nanocristais:Biomassa:Fontes renováveis de energia:Agronegócio,1
Engenharia tecidual:Nanotubos:Condroitina:Tecidos suporte:Colágeno:Carbono,1
Biomedicina:Biotecnologia:Moléculas bioativas:Enzimas:Nanopartículas magnéticas,1
Medicina preventiva:Prevenção de câncer de colo uterino:Neoplasias do colo uterino:Citologia:Teste de papanicolaou,1
Econometria:Internet das coisas:Inteligência artificial:Demanda (economia):Aquisição por compra:Consumo:Perfil de consumo:Entrega ao cliente:Comércio eletrônico,1
Neoplasias da próstata:Medicina nuclear:Diagnóstico clínico:Tumores neuroendócrinos:Ensaio clínico:Saúde pública:Tratamento farmacológico,1
Aprendizado computacional:Processamento de linguagem natural:Big data:Mídias sociais:Mídia digital:Sistemas distribuídos:Análise de dados:Curadoria,1
Cárie dentária:Dentifrício:Flúor:Saúde pública,1
Combustão:Chama:Eletrodoméstico:Gás natural,1
Mecatrônica:Processamento de sinais:Sistemas embarcados:Inteligência artificial:Ecossistemas aquáticos:Tilapicultura:Tilápia:Ração,1
Divulgação científica:Ensino de ciências:Exobiologia:Ensino fundamental e médio,1
Controle biológico de vetores:Orius insidiosus:Predação,1
Tecnologia da informação:Sistemas de recomendação:Planejamento estratégico pessoal:Algoritmos:Mídias sociais,1
Sistemas embarcados:Algoritmos:Inteligência artificial:Internet das coisas:Bluetooth:Sistemas de controle:Rede de sensores sem fio:Vendas a varejo,1
Animais domésticos:Cães:Biotecnologia de plantas:Farmacobotânica:Desenvolvimento de fármacos:Samambaia:Analgésicos:Anti-inflamatórios,1
Mapeamento geográfico:Automação:Geoprocessamento:Processamento digital de imagens:Sensoriamento remoto:Aeronaves não tripuladas:Tomada de decisão:Cana-de-açúcar,1
